Sourcerecord ID,Source Title,ISSN,EISSN,Active or Inactive,Coverage,Article Language in Source (Three-Letter ISO Language Codes),Source Type,Title History Indication,Related Title 1,Other Related Title 2,Other Related Title 3,Other Related Title 4,Added to List June 2026
34053,Methods in Cell Science,13815741,,Inactive,1995-2004,ENG,Journal,Incorporated into,Journal of Tissue Culture Methods,Cytotechnology,,,
21101435256,Methods in Chemical Process Safety,24686514,24686077,Active,2025; 2022; 2017,ENG,Book Series,,,,,,
21100217611,Methods in Ecology and Evolution,,2041210X,Active,2009-2026,ENG,Journal,,,,,,
14131,Methods in Enzymology,00766879,15577988,Active,1966-2026; 1962-1964; 1957; 1955,ENG,Book Series,,,,,,
19700180713,Methods in Experimental Physics,0076695X,,Inactive,1993-1995; 1989; 1985-1987; 1979-1983; 1973-1976; 1971; 1967-1969; 1963-1964; 1961; 1959,ENG,Journal,Continued as,Experimental Methods in the Physical Sciences,,,,
12000154529,Methods in Geochemistry and Geophysics,00766895,,Inactive,2014; 2005-2010; 2000-2003; 1992; 1968-1972; 1966; 1964,ENG,Book Series,,,,,,
20262,Methods in Microbiology,05809517,,Active,2010-2026; 2006-2007; 2004; 2001-2002; 1998-1999; 1990-1992; 1988; 1984-1985; 1978-1979; 1976; 1969-1973,ENG,Book Series,,,,,,
52936,Methods in Molecular and Cellular Biology,08987750,,Inactive,1989-1996,ENG,Journal,,,,,,
12196,Methods in Molecular Biology,10643745,19406029,Active,1993-2026,ENG,Book Series,,,,,,
19700180799,Methods in Molecular Genetics,10672389,,Inactive,1995-1996,ENG,Book Series,,,,,,
26686,Methods in Molecular Medicine,15431894,19406037,Inactive,2014-2015; 2002-2008,ENG,Book Series,,,,,,
19700180797,Methods in Neurosciences,10439471,,Inactive,1989-1996,ENG,Book Series,,,,,,
21100218141,Methods in Oceanography,22111220,,Inactive,2012-2016,ENG,Journal,,,,,,
19700182629,Methods in Pharmacology and Toxicology,15572153,19406053,Active,2025; 2014-2023; 2012; 2008; 1994,ENG,Book Series,,,,,,
21101081717,Methods in Psychology,,25902601,Active,2019-2026,ENG,Journal,,,,,,
14132,Methods of Biochemical Analysis,00766941,,Inactive,2015; 2010-2011; 2005-2008; 2003; 2001; 1998; 1994; 1990-1992; 1987; 1980-1983; 1976; 1971; 1965-1966; 1962-1963; 1960; 1954-1958,ENG,Journal,,,,,,
21100840040,Methods of Functional Analysis and Topology,10293531,24157503,Active,2017-2025,ENG,Journal,,,,,,
19016,Methods of Information in Medicine,00261270,2511705X,Active,1962-2026,ENG; GER,Journal,Formerly known as,Medizinische Dokumentation,,,,
21100945714,"Methods, Data, Analyses",18646956,21904936,Active,2019-2025,ENG,Journal,,,,,,
21100317906,MethodsX,,22150161,Active,2014-2026,ENG,Journal,,,,,,
26274,Metiers de la Petite Enfance,1258780X,,Active,2002-2026,FRE,Journal,,,,,,
21100464312,Metode,21743487,21749221,Active,2015-2025,ENG,Journal,,,,,,
21100851349,Metodicki Ogledi,0353765X,18482325,Active,2017-2026,ENG,Journal,,,,,,
21100925893,Metodo,,22819177,Active,2019-2024,ENG; GER; ITA,Journal,,,,,,
21100218072,Metodoloski Zvezki,18540023,18540031,Active,2011-2024,ENG,Journal,,,,,,
12837,Metrika,00261335,1435926X,Active,1958-2026,ENG,Journal,,,,,,
21781,Metroeconomica,00261386,1467999X,Active,1988-2026; 1949-1986,ENG,Journal,,,,,,
15443,Metrologia,00261394,16817575,Active,1965-2026,ENG,Journal,,,,,,
21101238226,Metrology,,26738244,Active,2021-2026,ENG,Journal,,,,,,
19200156954,Metrology and Measurement Systems,08608229,23001941,Active,2008-2025,ENG,Journal,,,,,,
12838,Metron,00261424,2281695X,Active,1999-2026; 1973-1974,ENG,Journal,,,,,,
6000165287,Metropolitan Museum Journal,00778958,21693072,Active,2010-2025; 2005; 2002-2003,ENG,Journal,,,,,,
6000156829,Metropolitan Museum of Art Bulletin,00261521,,Inactive,2002-2022,ENG,Journal,,,,,,
80535,Metsa-Serla News,0784395X,,Inactive,1999-2000,ENG,Trade Journal,,,,,,
21100296228,Metszet,20612710,,Active,2014-2026,HUN,Journal,,,,,,
5900152866,Metu Journal of the Faculty of Architecture,02585316,,Active,2008-2025,ENG,Journal,,,,,,
21101000287,Mexican Journal of Biotechnology,,24486590,Active,2016-2026,ENG; SPA,Journal,,,,,,
21101021403,Mexican Law Review,18700578,24485306,Active,2019-2026; 2014; 2011,ENG,Journal,,,,,,
16254,Mexican Studies/Estudios Mexicanos,07429797,,Active,1985-2026,ENG,Journal,,,,,,
21101145683,Mexico y la Cuenca del Pacifico,16650174,20075308,Active,2019-2026,ENG; SPA,Journal,,,,,,
21100898611,Mextesol Journal,,23959908,Active,2018-2026,ENG,Journal,,,,,,
25017,Meyniana,00767689,,Inactive,1996; 1992-1993; 1984-1990; 1980-1981,,Journal,,,,,,
21100786529,Mezhdunarodnye Protsessy,17282756,18112773,Active,2015-2025,RUS,Journal,,,,,,
19700170036,Mezinarodni Vztahy,03231844,25709429,Inactive,2013-2022,CZE,Journal,Continued as,Czech Journal of International Relations,,,,
34944,Mezzogiorno d'Europa,03929566,,Inactive,1984; 1981-1982,,Journal,Continued as,Journal of Regional Policy (Naples),,,,
16200154795,MFS - Modern Fiction Studies,00267724,1080658X,Active,2002-2026,ENG,Journal,,,,,,
17152,MGMA Connexion,15370240,,Inactive,2001-2016,,Journal,Formerly known as,Medical Group Management Journal,,,,
13293,MH,00906670,,Inactive,1972-1977,,Journal,Formerly known as,Mental Hygiene,,,,
21101056011,mHealth,,23069740,Active,2016-2026,ENG,Journal,,,,,,
21100942910,MHSalud,,1659097X,Active,2019-2026,SPA,Journal,,,,,,
19331,Michigan Botanist,0026203X,,Inactive,1996; 1988-1994,,Journal,,,,,,
55458,Michigan health & hospitals,,,Inactive,1994-2003,,Journal,Formerly known as,Michigan hospitals,,,,
22956,Michigan Historical Review,08901686,23279672,Active,2025-2026; 2014-2023; 1997; 1989; 1986,ENG,Journal,Formerly known as,Michigan Historical Review,,,,
16200154759,Michigan Historical Review,03601846,,Inactive,2016; 2002-2014,ENG,Journal,Continued as,Michigan Historical Review,,,,
65224,Michigan hospitals,0026220X,,Inactive,1977-1994,,Journal,Continued as,Michigan health & hospitals,,,,
16642,Michigan Law Review,00262234,,Active,1991-2026; 1985; 1982-1983; 1974-1980; 1957; 1955; 1940; 1938,ENG,Journal,,,,,,
25148,Michigan Mathematical Journal,00262285,19452365,Active,1996-2026,ENG,Journal,,,,,,
19032,Michigan Medicine,00262293,,Inactive,1964-2016,,Journal,Formerly known as,Journal - Michigan State Medical Society,,,,
28745,Michigan Nurse,00262366,,Inactive,1965-2015,,Journal,,,,,,
27685,Michigan Quarterly Review,00262420,15587266,Active,2002-2026; 1971; 1967; 1964-1965,ENG,Journal,,,,,,
21101238227,Micro,,26738023,Active,2021-2026; 1995-2006,ENG,Journal,Formerly known as,Microcontamination,,,,
21101062818,Micro and Macro Marketing,11214228,26122073,Active,2019-2026,ENG,Journal,,,,,,
21100897164,Micro and Nano Engineering,,25900072,Active,2018-2026,ENG,Journal,,,,,,
6100152803,Micro and Nano Letters,,17500443,Active,2007-2026,ENG,Journal,,,,,,
21100900147,Micro and Nano Systems Letters,,22139621,Active,2013-2026,ENG,Journal,,,,,,
21101091791,Micro and Nanostructures,27730131,27730123,Active,2022-2026,ENG,Journal,Formerly known as,Superlattices and Microstructures,,,,
19700186897,Micro and Nanosystems,18764029,18764037,Active,2010-2026,ENG,Journal,,,,,,
21100824552,Microarrays,,20763905,Inactive,2015-2017,ENG,Journal,,,,,,
5100153401,Microbe,15587452,15587460,Inactive,2006-2016,ENG,Journal,Formerly known as,ASM News,,,,
21101253969,Microbe (Netherlands),,29501946,Active,2023-2026,ENG,Journal,,,,,,
19400157007,Microbes and Environments,13426311,13474405,Active,1996-2026,ENG,Journal,,,,,,
20264,Microbes and Infection,12864579,1769714X,Active,1999-2025,ENG,Journal,Formerly known as,Research in Immunology,Bulletin de l'Institut Pasteur,Research in Virology,,
21101142602,Microbes and Infectious Diseases,26824132,26824140,Active,2020-2026,ENG,Journal,,,,,,
35301,Microbia,03970906,,Inactive,1975-1979,,Journal,Formerly known as,Bulletin de l'Association des diplômés de microbiologie de la Faculté de pharmacie de Nancy,,,,
35681,Microbial and Comparative Genomics,10906592,,Inactive,1996-2000,ENG,Journal,Continued as,Genome science & technology,OMICS A Journal of Integrative Biology,,,
21101149424,Microbial Biosystems,23570326,23570334,Active,2016-2026,ENG,Journal,,,,,,
19700175206,Microbial Biotechnology,17517907,17517915,Active,2008-2026,ENG,Journal,,,,,,
21100901579,Microbial Cell,,23112638,Active,2014-2026,ENG,Journal,,,,,,
18593,Microbial Cell Factories,,14752859,Active,2002-2026,ENG,Journal,,,,,,
19034,Microbial Drug Resistance,10766294,19318448,Active,1995-2026,ENG,Journal,,,,,,
20266,Microbial Ecology,00953628,1432184X,Active,1979-2026; 1974-1977,ENG,Journal,,,,,,
22940,Microbial Ecology in Health and Disease,0891060X,16512235,Inactive,2017; 2015; 1998-2009; 1988-1996,ENG,Journal,,,,,,
21100870279,Microbial Genomics,,20575858,Active,2015-2026,ENG,Journal,,,,,,
22941,Microbial Pathogenesis,08824010,10961208,Active,1986-2026,ENG,Journal,,,,,,
21101039232,Microbial Physiology,26731665,26731673,Active,2020-2026,ENG,Journal,Formerly known as,Journal of Molecular Microbiology and Biotechnology,,,,
21100434810,Microbial Risk Analysis,,23523522,Active,2016-2026,ENG,Journal,,,,,,
19035,Microbiologia Medica,11200146,,Inactive,1995-1997,ITA,Journal,,,,,,
69388,Microbiologia SEM,02134101,,Inactive,1985-1997; 1960-1962,ENG; SPA,Journal,Continued as,International Microbiology,,,,
37026,Microbiologica,03915352,,Inactive,1978-1992; 1973,,Journal,Continued as,New Microbiologica,,,,
20267,Microbiological Research,09445013,16180623,Active,1994-2026,ENG,Journal,Formerly known as,Zentralblatt fur Mikrobiologie,,,,
39336,Microbiological Reviews,01460749,,Inactive,1978-1996,ENG,Journal,Continued as,Bacteriological Reviews,Microbiology and Molecular Biology Reviews,,,
39862,Microbiological Sciences,02651351,,Inactive,1984-1988,,Journal,Incorporated into,Molecular Microbiology,,,,
20269,Microbiology (Russian Federation),00262617,16083237,Active,1996-2026,ENG,Journal,,,,,,
20268,Microbiology (United Kingdom),13500872,14652080,Active,1994-2026; 1988,ENG,Journal,Formerly known as,Journal of General Microbiology,,,,
19722,Microbiology and Biotechnology Letters,1598642X,22347305,Active,2002-2026,KOR,Journal,Formerly known as,Korean Journal of Applied Microbiology and Biotechnology,,,,
20270,Microbiology and Immunology,03855600,13480421,Active,1977-2026,ENG,Journal,Formerly known as,Japanese Journal of Microbiology,,,,
20278,Microbiology and Molecular Biology Reviews,10922172,10985557,Active,1997-2026,ENG,Journal,Formerly known as,Microbiological Reviews,,,,
21100861875,Microbiology Australia,13244272,22019189,Active,2018-2025; 2008; 2006,ENG,Journal,,,,,,
21100853989,Microbiology Research,20367473,20367481,Active,2019-2026; 2015-2016,ENG,Journal,,,,,,
21100884986,Microbiology Resource Announcements,,2576098X,Active,2018-2026,ENG,Journal,Formerly known as,Genome Announcements,,,,
21100433120,Microbiology Spectrum,,21650497,Active,2013-2026,ENG,Journal,,,,,,
5600157636,Microbiology Today,14640570,,Inactive,2007-2019,ENG,Journal,,,,,,
21100258398,MicrobiologyOpen,,20458827,Active,2012-2026,ENG,Journal,,,,,,
21100401152,Microbiome,,20492618,Active,2013-2026,ENG,Journal,,,,,,
21101195678,Microbiome Research Reports,,27715965,Active,2022-2026,ENG,Journal,,,,,,
20281,Microbios,00262633,,Inactive,1971-2001,ENG,Journal,,,,,,
68372,Microbios Letters,03075494,,Inactive,1976-1990,ENG,Journal,Continued as,Biomedical Letters,,,,
21101447405,Microbiota in Health and Disease,,27048845,Active,2022-2026,ENG,Journal,,,,,,Added
20922,Microchemical Journal,0026265X,,Active,1957-2026,ENG,Journal,,,,,,
24072,Microchimica Acta,00263672,14365073,Active,1947-2026; 1926-1944,ENG,Journal,Formerly known as,Mikrochimica et ichnoanalytica acta,,,,
19038,Microcirculation,10739688,15498719,Active,1994-2026; 1981-1982; 1976,ENG,Journal,,,,,,
15542,Microcomputer Applications,08200750,,Inactive,1994-1999,ENG,Journal,,,,,,
37929,Microcomputers for Information Management,07422342,,Inactive,1984-1996,ENG,Journal,Continued as,Internet and Higher Education,,,,
31332,Microcomputers in Civil Engineering,08859507,,Inactive,1986-1997,ENG,Journal,Continued as,Computer-Aided Civil and Infrastructure Engineering,,,,
39082,Microcontamination,0738713X,,Inactive,1984-1995,,Journal,Continued as,Micro,,,,
26696,Microelectronic Engineering,01679317,,Active,1983-2026,ENG,Journal,,,,,,
38722,Microelectronics,00262692,,Inactive,1969-1972,,Journal,Continued as,Microelectronics Journal,,,,
26697,Microelectronics International,13565362,1758812X,Active,1982-2026,ENG,Journal,,,,,,
9500153939,Microelectronics Journal,09598324,18792391,Active,1974-2026,ENG,Journal,Formerly known as,Microelectronics,,,,
26717,Microelectronics Reliability,00262714,,Active,1962-2026,ENG,Journal,,,,,,
130141,Microfluidics and Nanofluidics,16134982,16134990,Active,2004-2026,ENG,Journal,,,,,,
21100228045,Microform and Digitization Review,21900752,,Inactive,2011-2013,ENG,Journal,,,,,,
19600157012,Microform and Imaging Review,09495770,18658458,Inactive,2009-2010; 1972-1995,ENG,Book Series,,,,,,
71358,Microgravity quarterly : MGQ,09585036,,Inactive,1997; 1991-1994,,Journal,,,,,,
34667,Microgravity Science and Technology,09380108,18750494,Active,2001-2026; 1990-1999,ENG,Journal,Formerly known as,Applied microgravity technology,,,,
21101177356,Microlepidoptera of Europe,13959506,,Active,2025; 2019; 2017; 2015; 2010; 2005; 2003; 1999; 1996-1997,ENG,Book Series,,,,,,
21101159010,MicroLife,,26336693,Active,2020-2026,ENG,Journal,,,,,,
26719,Microlithography World,1074407X,,Inactive,1994-2008,ENG,Trade Journal,,,,,,
21100833034,Micrologus,11232560,,Active,2020-2025; 2015-2018,ITA,Journal,,,,,,
21100229176,Micromachines,,2072666X,Active,2010-2026,ENG,Journal,,,,,,
110086,Micron,09684328,18784291,Active,1993-2026; 1980-1981; 1978,ENG,Journal,Formerly known as,Micron and Microscopica Acta,Electron Microscopy Reviews,,,
11800154313,Micron (1969),00477206,,Inactive,1969-1983,,Journal,Continued as,Micron and Microscopica Acta,,,,
64252,Micron and Microscopica Acta,07396260,,Inactive,1984-1992,ENG,Journal,Continued as,Micron (1969),Microscopica Acta,Micron,,
21100933947,Microorganisms,,20762607,Active,2013-2026,ENG,Journal,,,,,,
21101223046,Microorganisms for Sustainability,25121898,25121901,Active,2016-2026,ENG,Book Series,,,,,,
13961,Micropaleontology,00262803,,Active,1979-2026,ENG,Journal,,,,,,
21101052927,Microphysiological Systems,,2616275X,Inactive,2019-2021,ENG,Journal,,,,,,
21101263160,Microplastics,,26738929,Active,2022-2026,ENG,Journal,,,,,,
21101276610,Microplastics and Nanoplastics,,26624966,Active,2021-2026,ENG,Journal,,,,,,
26989,Microporous and Mesoporous Materials,13871811,,Active,1998-2026,ENG,Journal,Formerly known as,Zeolites,Microporous Materials,,,
38315,Microporous Materials,09276513,,Inactive,1993-1997,ENG,Journal,Continued as,Microporous and Mesoporous Materials,,,,
33904,Microprocessing and Microprogramming,01656074,,Inactive,1981-1996; 1979,,Journal,Continued as,EUROMICRO Journal (European Association for Microprocessing and Microprogramming),Journal of Systems Architecture,,,
70213,Microprocessors,03085953,,Inactive,1976-1978,,Journal,Continued as,Microprocessors and Microsystems,,,,
15552,Microprocessors and Microsystems,01419331,,Active,1978-2026,ENG,Journal,Formerly known as,Microprocessors,,,,
21100371969,MicroRNA,22115366,22115374,Inactive,2022-2023; 2012-2019,ENG,Journal,,,,,,
13791,Microscale Thermophysical Engineering,10893954,10917640,Inactive,1997-2005,ENG,Journal,Continued as,Nanoscale and Microscale Thermophysical Engineering,,,,
63397,Microscopia Electronica y Biologia Celular,03263142,,Inactive,1984-1992,,Journal,Continued as,Biocell,,,,
37377,Microscopica Acta,0044376X,,Inactive,1971-1983,,Journal,Continued as,Zeitschrift fur wissenschaftliche Mikroskopie und mikroskopische Technik,Micron and Microscopica Acta,,,
21100278308,"Microscopy (Oxford, England)",20505698,20505701,Active,2013-2026; 2005; 1960-1999; 1953-1958,ENG,Journal,Formerly known as,Journal of Electron Microscopy,,,,
20931,Microscopy and Microanalysis,14319276,14358115,Active,1995-2026,ENG,Journal,,,,,,
5000159702,Microscopy Microanalysis Microstructures,11542799,,Inactive,1996-1997; 1991,ENG,Journal,Continued as,EPJ Applied Physics,,,,
20920,Microscopy Research and Technique,1059910X,10970029,Active,1992-2026,ENG,Journal,Formerly known as,Journal of Electron Microscopy Technique,,,,
21101193861,Microstructures,,27702995,Active,2021-2026,ENG,Journal,,,,,,
21763,Microsurgery,07381085,10982752,Active,1998-2026; 1979-1996,ENG,Journal,Formerly known as,Journal of Microsurgery,International Journal of Microsurgery,,,
26738,Microsystem Technologies,09467076,14321858,Active,1994-2026,ENG,Journal,Incorporating,Journal of Information Storage and Processing Systems,,,,
21100884993,Microsystems and Nanoengineering,,20557434,Active,2015-2026,ENG,Journal,,,,,,
21101404811,Microtechnology and MEMS,16158326,23650680,Inactive,2023; 2020; 2018; 2011-2014; 2005-2008,ENG,Book Series,,,,,,
23948,Microvascular Research,00262862,10959319,Active,1968-2026,ENG,Journal,,,,,,
12250,Microwave and Optical Technology Letters,08952477,10982760,Active,1988-2026,ENG,Journal,,,,,,
26720,Microwave Engineering Europe,0960667X,,Inactive,2012-2013; 1994-2007,ENG,Trade Journal,,,,,,
18580,Microwave Journal,01926225,,Active,1994-2026; 1969-1989,ENG,Trade Journal,,,,,,
21100218075,Microwave Review,14505835,24061050,Active,2012-2025,ENG,Journal,,,,,,
39177,Microwaves,00262919,,Inactive,1969-1982,,Journal,Continued as,Microwaves and RF,,,,
18563,Microwaves and RF,07452993,,Inactive,1990-2018; 1982-1988,ENG,Trade Journal,Formerly known as,Microwaves,,,,
21101323189,MIDAS,,21829543,Active,2021-2026,ENG; FRE; POR; SPA,Journal,,,,,,
63767,Midcontinental Journal of Archaeology,01461109,23274271,Active,2015-2025; 2000; 1989; 1980,ENG,Journal,,,,,,
21101038533,Middle Atlantic Review of Latin American Studies,,24749621,Active,2017-2025,ENG,Journal,,,,,,
19700201212,Middle East African Journal of Ophthalmology,09749233,09751599,Inactive,2009-2023,ENG,Journal,,,,,,
12100156704,Middle East Business and Economic Review,10353704,,Inactive,2008-2010,ENG,Journal,,,,,,
19700188256,Middle East Critique,19436149,19436157,Active,2010-2026,ENG,Journal,,,,,,
21100200809,Middle East Current Psychiatry,20905408,20905416,Active,2011-2026,ENG,Journal,,,,,,
21100972442,Middle East Development Journal,17938120,17938171,Active,2012-2026,ENG,Journal,,,,,,
17570,Middle East Economic Survey,05440424,,Inactive,1999-2001,ENG,Journal,,,,,,
27667,Middle East Fertility Society Journal,11105690,20903251,Active,1996-2026,ENG,Journal,,,,,,
26853,Middle East Journal,00263141,19403461,Active,1996-2026; 1983-1986; 1979-1980; 1976,ENG,Journal,,,,,,
21920,Middle East Journal of Anesthesiology,05440440,,Active,1978-2026; 1974-1975,ENG,Journal,,,,,,
21100329540,Middle East Journal of Cancer,20086709,20086687,Active,2014-2026,ENG,Journal,,,,,,
16800154750,Middle East Journal of Culture and Communication,18739857,18739865,Active,2008-2026,ENG,Journal,,,,,,
21100933835,Middle East Journal of Digestive Diseases,20085230,20085249,Active,2015-2026,ENG,Journal,,,,,,
4700152441,Middle East Journal of Emergency Medicine,17296455,,Inactive,2006-2007,ENG,Journal,Continued as,"Journal of Emergency Medicine, Trauma and Acute Care",,,,
21101021450,Middle East Journal of Rehabilitation and Health Studies,,24234451,Active,2019-2026,ENG,Journal,,,,,,
21100201971,Middle East Journal of Scientific Research,19909233,19998147,Inactive,2012-2014,ENG,Journal,,,,,,
17100154726,Middle East Law and Governance,18763367,18763375,Active,2009-2026,ENG,Journal,,,,,,
26863,Middle East Policy,10611924,14754967,Active,1992-2026,ENG,Journal,,,,,,
145265,Middle East Quarterly,10739467,,Active,2005-2026,ENG,Journal,,,,,,
26139,Middle East Report,08992851,,Inactive,1992-2016; 1989-1990,ENG,Journal,,,,,,
28188,Middle East Studies Association Bulletin,00263184,,Inactive,1978-2008; 1975,ENG,Journal,Continued as,Review of Middle East Studies,,,,
5800208590,Middle Eastern Literatures,1475262X,14752638,Active,2009-2026,ENG,Journal,,,,,,
26143,Middle Eastern Studies,00263206,17437881,Active,1964-2026,ENG,Journal,,,,,,
21100905998,Middle Kingdom Studies,25150944,,Active,2018-2024,ENG,Book Series,,,,,,
21100899297,Middle School Journal,00940771,23276223,Active,1996-2026; 1986,ENG,Journal,,,,,,
21100242620,MIDEO - Melanges de l'Institut Dominicaine des Etudes Orientales du Caire,05751330,17831628,Active,2017-2026; 2014-2015; 2012,ENG; FRE,Journal,,,,,,
21426,Midland History,0047729X,1756381X,Active,2014-2026; 2001-2002; 1999; 1981-1995; 1971-1979,ENG,Journal,,,,,,
144720,Mid-Taiwan Journal of Medicine,10293507,,Inactive,2005-2009,CHI; ENG,Journal,,,,,,
16257,Midwest Quarterly,00263451,,Inactive,2021; 2000-2019; 1985; 1980-1981; 1978,ENG,Journal,,,,,,
16300154749,Midwest Studies in Philosophy,03636550,14754975,Inactive,1997-2019; 1986-1995; 1976-1984,ENG,Journal,,,,,,
96888,Midwife and health visitor,00263516,,Inactive,1966-1974,,Journal,Continued as,"Midwife, health visitor & community nurse",,,,
82095,"Midwife, health visitor & community nurse",03069699,,Inactive,1975-1989,,Journal,Continued as,Midwife and health visitor,Professional care of mother and child,,,
64864,Midwifery,02666138,15323099,Active,1985-2026,ENG,Journal,,,,,,
88530,Midwifery today and childbirth education,15222888,,Inactive,1992-1997,,Journal,Continued as,Midwifery Today with International Midwife,,,,
60300,Midwifery Today with International Midwife,15518892,,Inactive,1997-2016,,Journal,Formerly known as,Midwifery today and childbirth education,,,,
99614,Midwives : official journal of the Royal College of Midwives,13558404,,Inactive,1994-1997,,Journal,Continued as,Midwives chronicle,RCM midwives journal : official journal of the Royal College of Midwives,,,
100864,Midwives chronicle,00263524,,Inactive,1965-1994; 1945-1948,,Journal,Continued as,Midwives : official journal of the Royal College of Midwives,,,,
19052,Mie Medical Journal,00263532,,Inactive,1963-2000; 1961,ENG,Journal,,,,,,
21101040205,Miedzy Oryginalem a Przekladem,16899121,23916745,Active,2019-2026,POL,Journal,,,,,,
21101224875,Migracijske i Etnicke Teme,13332546,18489184,Active,2020-2025,ENG; SCR,Journal,,,,,,
5600153223,Migraciones,11385774,23410833,Active,2012-2026,SPA,Journal,,,,,,
5700160329,Migraciones Internacionales,16658906,25940279,Active,2009-2026,ENG; SPA,Journal,,,,,,
21101128291,Migration and Society,25741306,25741314,Active,2018-2025,ENG,Journal,,,,,,
21000195021,Migration Letters,17418984,17418992,Inactive,2011-2022; 2008-2009; 2006,ENG,Journal,,,,,,
21100854471,Migration Studies,20495838,20495846,Active,2016-2026,ENG,Journal,,,,,,
26897,Migration World,10585095,,Inactive,1986-2002,ENG,Journal,,,,,,
21101298385,"Migration, Diasporas and Citizenship",26622602,26622610,Active,2009-2026; 1999-2000,ENG,Book Series,,,,,,
68194,Mikologia Lekarska,1232986X,,Inactive,1999-2014,ENG; POL,Journal,,,,,,
19350,Mikologiya I Fitopatologiya,00263648,,Active,1996-2025,RUS,Journal,,,,,,
20282,Mikrobiologicheskii Zhurnal,02018462,,Inactive,1973-1993,RUS,Journal,Continued as,Mikrobiolohichnyi zhurnal,Mikrobiolohichnyi Zhurnal,,,
20283,Mikrobiologiya,00263656,,Inactive,1950-2016; 1945,RUS,Journal,,,,,,
110087,Mikrobiolohichnyi Zhurnal,10280987,26169258,Active,1993-2026,RUS; UKR,Journal,Formerly known as,Mikrobiologicheskii Zhurnal,,,,
30815,Mikrobiolohichnyi zhurnal,00263664,,Inactive,1953-1978,,Journal,Continued as,Mikrobiologicheskii Zhurnal,,,,
20284,Mikrobiyoloji Bulteni,03749096,,Active,1973-2026,TUR,Journal,,,,,,
21100855866,Mikrochemie,03690261,,Inactive,1947-1949; 1923-1938,,Journal,Continued as,Mikrochimica et ichnoanalytica acta,,,,
62012,Mikrochimica et ichnoanalytica acta,03690504,,Inactive,1965,,Journal,Continued as,Mikrochemie,Microchimica Acta,,,
20295,Mikrokosmos,00263680,,Inactive,2004-2014; 1977; 1974,GER,Journal,,,,,,
100147303,Milan Journal of Mathematics,14249286,14249294,Active,2005-2026; 2002,ENG,Journal,Formerly known as,Rendiconti del Seminario Matematico e Fisico di Milano,,,,
64961,Milbank Memorial Fund Quarterly,00263745,,Inactive,1979; 1946-1975,,Journal,Continued as,"Milbank Memorial Fund Quarterly, Health and Society",,,,
31345,"Milbank Memorial Fund Quarterly, Health and Society",01601997,,Inactive,1975-1985; 1973,,Journal,Continued as,Milbank Memorial Fund Quarterly,Milbank Quarterly,,,
21103,Milbank Quarterly,0887378X,14680009,Active,1986-2026,ENG,Journal,Formerly known as,"Milbank Memorial Fund Quarterly, Health and Society",,,,
39600,Milchwissenschaft,00263788,,Inactive,1996-2012; 1973-1989,ENG; GER,Journal,,,,,,
19700201410,Milestones in Drug Therapy,22966056,22966064,Inactive,2010-2017,ENG,Book Series,,,,,,
19700168708,Militargeschichtliche Zeitschrift,21932336,21966850,Active,2009-2026; 2000-2001,GER,Journal,,,,,,
5800169161,Military Balance,04597222,14799022,Active,2010-2026; 2008; 1961-1969,ENG,Journal,,,,,,
21100901172,Military Behavioral Health,21635781,21635803,Active,2014-2024,ENG,Journal,,,,,,
13112,Military Engineer,00263982,,Active,2022-2026; 2003-2018; 1993-2001; 1975-1991,ENG,Trade Journal,,,,,,
21101279759,Military Law and the Law of War Review,13706209,27325520,Active,2021-2026,ENG; FRE; GER; ITA; SPA,Journal,,,,,,
27845,Military Law Review,00264040,15549569,Active,2023-2026; 1995-2020; 1989; 1987; 1973,ENG,Journal,,,,,,
21100455629,Military Medical Research,20957467,20549369,Active,2014-2026,ENG,Journal,,,,,,
20826,Military Medical Science Letters (Vojenske Zdravotnicke Listy),03727025,2571113X,Inactive,2018-2023; 1973-1992; 1965; 1963; 1961; 1948-1951,CZE; ENG; SLO,Journal,,,,,,
19054,Military Medicine,00264075,1930613X,Active,1954-2026,ENG,Journal,,,,,,
145594,Military Operations Research,02755823,,Active,2005-2024,ENG,Journal,,,,,,
21101197191,Military Operations Research (United States),10825983,21632758,Active,2020-2025,ENG,Journal,,,,,,
12693,Military Psychology,08995605,15327876,Active,1996-2026; 1990,ENG,Journal,,,,,,
21101207440,Military Technical Courier/Vojnotehnicki glasnik,00428469,22174753,Active,2024-2026,ENG; RUS; SCC,Journal,,,,,,
85915,Mill Product News,14844672,,Inactive,1999-2007,ENG,Trade Journal,,,,,,
21101179106,Millah: Journal of Religious Studies,14120992,2527922X,Active,2019-2026,ARA; ENG; IND,Journal,,,,,,
21101283120,Millars. Espai i Historia,11329823,23404809,Active,2021-2025,CAT; ENG; FRE; ITA; POR; SPA,Journal,,,,,,
21101194101,"Millenium: Journal of Education, Technologies, and Health",08733015,1647662X,Active,2019-2026,ENG,Journal,,,,,,
21100814050,Millennial Asia,09763996,23217081,Active,2014-2026,ENG,Journal,,,,,,
21100944726,Millennium DIPr,,24443220,Active,2019-2026,ENG,Journal,,,,,,
19600161826,Millennium Film Journal,10645586,,Inactive,2018; 2009-2016,ENG,Journal,,,,,,
26867,Millennium: Journal of International Studies,03058298,14779021,Active,1971-2026,ENG,Journal,,,,,,
21101434699,Millennium-Studien,18621139,23641002,Active,2004-2026,ENG; GER,Book Series,,,,,,
